DATABASE	Lon	Lat	30_ag	30_F0	30_Tc	50_ag	50_F0	50_Tc	72_ag	72_F0	72_Tc	101_ag	101_F0	101_Tc	140_ag	140_F0	140_Tc	201_ag	201_F0	201_Tc	475_ag	475_F0	475_Tc	975_ag	975_F0	975_Tc	2475_ag	2475_F0	2475_Tc
16728	11.177	44.512	0.523	2.49	0.26	0.647	2.5	0.27	0.752	2.49	0.28	0.865	2.48	0.28	1	2.46	0.29	1.176	2.41	0.29	1.622	2.38	0.31	2.044	2.43	0.32	2.717	2.49	0.32
15848	11.732	44.722	0.409	2.53	0.26	0.536	2.45	0.27	0.627	2.5	0.28	0.757	2.55	0.27	0.89	2.6	0.27	1.058	2.58	0.27	1.526	2.59	0.27	2.046	2.54	0.28	2.924	2.44	0.29
18495	10.567	44.099	0.618	2.42	0.25	0.8	2.44	0.25	0.951	2.42	0.26	1.124	2.37	0.26	1.294	2.38	0.27	1.477	2.4	0.27	2.025	2.4	0.28	2.602	2.4	0.29	3.467	2.39	0.32
17611	10.836	44.305	0.568	2.5	0.25	0.707	2.48	0.26	0.814	2.5	0.27	0.931	2.49	0.28	1.051	2.49	0.28	1.194	2.5	0.29	1.603	2.53	0.29	2.016	2.54	0.3	2.622	2.58	0.32
18274	10.634	44.15	0.627	2.43	0.25	0.804	2.46	0.25	0.954	2.43	0.26	1.104	2.43	0.27	1.294	2.38	0.27	1.482	2.39	0.28	2.023	2.39	0.28	2.591	2.4	0.29	3.44	2.4	0.32
15630	12.012	44.776	0.345	2.54	0.25	0.415	2.54	0.28	0.482	2.53	0.29	0.56	2.52	0.3	0.636	2.54	0.3	0.77	2.53	0.29	1.096	2.57	0.29	1.429	2.6	0.29	2.011	2.55	0.29
17832	10.768	44.254	0.587	2.48	0.25	0.739	2.46	0.26	0.858	2.47	0.27	0.98	2.47	0.27	1.113	2.46	0.28	1.268	2.47	0.28	1.69	2.52	0.29	2.103	2.55	0.31	2.743	2.6	0.32
18053	10.701	44.202	0.61	2.46	0.25	0.777	2.44	0.26	0.914	2.42	0.27	1.054	2.44	0.27	1.22	2.42	0.27	1.408	2.4	0.28	1.916	2.38	0.29	2.387	2.41	0.3	3.121	2.48	0.32
16508	11.316	44.565	0.507	2.48	0.26	0.626	2.5	0.27	0.731	2.49	0.28	0.838	2.51	0.28	0.99	2.45	0.29	1.175	2.42	0.29	1.664	2.44	0.29	2.192	2.43	0.29	3.023	2.39	0.3
16068	11.593	44.67	0.454	2.48	0.26	0.575	2.48	0.27	0.685	2.46	0.28	0.813	2.55	0.27	0.955	2.57	0.27	1.119	2.58	0.27	1.589	2.59	0.27	2.113	2.52	0.28	2.99	2.44	0.3
19380	10.368	43.893	0.429	2.53	0.24	0.533	2.54	0.25	0.608	2.56	0.26	0.699	2.53	0.27	0.786	2.55	0.28	0.936	2.45	0.28	1.312	2.39	0.29	1.678	2.37	0.3	2.23	2.4	0.31
16949	11.109	44.461	0.537	2.49	0.26	0.665	2.5	0.27	0.77	2.5	0.27	0.886	2.48	0.28	1.015	2.47	0.28	1.184	2.44	0.29	1.629	2.41	0.29	2.052	2.41	0.31	2.67	2.47	0.32
20044	10.237	43.74	0.347	2.58	0.21	0.418	2.6	0.25	0.486	2.58	0.25	0.549	2.6	0.26	0.614	2.61	0.27	0.706	2.59	0.28	1.078	2.36	0.28	1.396	2.38	0.28	1.898	2.4	0.29
16288	11.454	44.617	0.487	2.47	0.26	0.6	2.51	0.27	0.707	2.5	0.28	0.84	2.46	0.28	0.989	2.48	0.28	1.157	2.53	0.28	1.634	2.56	0.28	2.148	2.52	0.28	3.009	2.44	0.3
15631	12.082	44.777	0.333	2.53	0.25	0.397	2.57	0.28	0.458	2.53	0.29	0.517	2.56	0.3	0.588	2.57	0.31	0.696	2.52	0.31	0.989	2.59	0.29	1.269	2.61	0.29	1.735	2.57	0.32
15849	11.802	44.723	0.398	2.54	0.26	0.516	2.48	0.27	0.609	2.5	0.28	0.737	2.53	0.27	0.867	2.59	0.27	1.032	2.57	0.27	1.496	2.59	0.27	2.01	2.54	0.28	2.882	2.44	0.29
19159	10.435	43.945	0.482	2.48	0.24	0.596	2.51	0.26	0.7	2.48	0.26	0.799	2.5	0.27	0.946	2.42	0.27	1.089	2.42	0.28	1.499	2.39	0.29	1.913	2.38	0.3	2.549	2.39	0.31
15632	12.153	44.777	0.321	2.53	0.24	0.383	2.57	0.28	0.435	2.55	0.29	0.49	2.57	0.3	0.544	2.61	0.31	0.621	2.62	0.32	0.892	2.56	0.32	1.136	2.59	0.32	1.505	2.62	0.33
17170	11.041	44.41	0.546	2.5	0.25	0.676	2.5	0.27	0.779	2.51	0.27	0.894	2.49	0.28	1.013	2.49	0.28	1.17	2.48	0.29	1.6	2.47	0.29	2.008	2.47	0.3	2.603	2.53	0.31
20487	10.174	43.638	0.308	2.58	0.2	0.37	2.61	0.22	0.419	2.61	0.25	0.478	2.61	0.26	0.535	2.62	0.27	0.597	2.65	0.28	0.804	2.63	0.29	1.019	2.61	0.3	1.458	2.45	0.31
16729	11.247	44.514	0.525	2.48	0.26	0.649	2.5	0.27	0.754	2.49	0.28	0.866	2.48	0.28	1	2.46	0.29	1.177	2.41	0.29	1.615	2.4	0.31	2.073	2.44	0.32	2.765	2.47	0.32
15633	12.223	44.778	0.309	2.52	0.23	0.369	2.56	0.27	0.414	2.56	0.29	0.466	2.57	0.3	0.515	2.61	0.31	0.57	2.68	0.32	0.787	2.62	0.34	1.021	2.6	0.33	1.344	2.65	0.34
16069	11.663	44.671	0.448	2.48	0.26	0.57	2.48	0.27	0.677	2.47	0.28	0.803	2.57	0.27	0.947	2.58	0.27	1.112	2.59	0.27	1.582	2.59	0.27	2.106	2.53	0.28	2.985	2.44	0.3
15850	11.873	44.724	0.388	2.54	0.26	0.495	2.49	0.28	0.589	2.49	0.28	0.715	2.48	0.28	0.836	2.57	0.27	0.995	2.58	0.27	1.45	2.59	0.27	1.956	2.54	0.28	2.812	2.45	0.29
19823	10.304	43.792	0.375	2.58	0.22	0.462	2.55	0.25	0.531	2.57	0.26	0.596	2.6	0.27	0.679	2.57	0.27	0.79	2.54	0.28	1.177	2.36	0.28	1.519	2.38	0.28	2.039	2.41	0.29
18938	10.502	43.997	0.54	2.46	0.24	0.688	2.44	0.26	0.818	2.46	0.26	0.95	2.44	0.26	1.12	2.37	0.27	1.298	2.38	0.27	1.766	2.4	0.28	2.276	2.43	0.28	3.049	2.42	0.32
17391	10.974	44.358	0.555	2.5	0.25	0.687	2.5	0.27	0.789	2.51	0.27	0.903	2.5	0.28	1.017	2.51	0.28	1.164	2.51	0.29	1.586	2.5	0.29	1.992	2.51	0.3	2.584	2.56	0.31
15634	12.293	44.779	0.298	2.51	0.22	0.356	2.55	0.27	0.397	2.57	0.29	0.445	2.55	0.3	0.492	2.6	0.32	0.544	2.67	0.32	0.699	2.73	0.34	0.905	2.65	0.35	1.228	2.63	0.35
16509	11.386	44.566	0.509	2.48	0.26	0.63	2.5	0.27	0.736	2.48	0.28	0.858	2.46	0.28	1.001	2.44	0.29	1.176	2.44	0.29	1.687	2.43	0.29	2.207	2.44	0.29	3.056	2.39	0.3
16289	11.524	44.619	0.486	2.46	0.26	0.6	2.5	0.27	0.711	2.48	0.28	0.846	2.46	0.28	0.987	2.5	0.28	1.159	2.54	0.28	1.638	2.56	0.28	2.156	2.51	0.28	3.023	2.44	0.3
15635	12.364	44.78	0.286	2.49	0.22	0.344	2.53	0.27	0.385	2.55	0.28	0.427	2.54	0.3	0.473	2.58	0.32	0.523	2.66	0.32	0.651	2.79	0.35	0.788	2.83	0.36	1.082	2.67	0.38
15636	12.434	44.78	0.276	2.49	0.22	0.332	2.52	0.26	0.372	2.54	0.28	0.411	2.55	0.3	0.455	2.57	0.32	0.504	2.64	0.32	0.623	2.79	0.35	0.74	2.87	0.37	0.94	2.87	0.39
18717	10.569	44.049	0.588	2.44	0.25	0.763	2.45	0.25	0.907	2.43	0.26	1.084	2.36	0.26	1.246	2.37	0.27	1.426	2.4	0.27	1.956	2.42	0.28	2.52	2.42	0.28	3.368	2.41	0.32
17612	10.906	44.307	0.566	2.5	0.25	0.703	2.49	0.27	0.808	2.5	0.27	0.925	2.49	0.28	1.043	2.5	0.28	1.185	2.5	0.29	1.597	2.53	0.29	2.008	2.54	0.3	2.61	2.58	0.32
15851	11.943	44.725	0.378	2.54	0.26	0.474	2.5	0.28	0.564	2.5	0.28	0.67	2.48	0.29	0.795	2.54	0.28	0.94	2.6	0.27	1.382	2.59	0.27	1.87	2.54	0.28	2.699	2.45	0.29
16950	11.179	44.462	0.539	2.49	0.26	0.667	2.49	0.27	0.772	2.5	0.28	0.888	2.48	0.28	1.018	2.47	0.28	1.188	2.44	0.29	1.638	2.4	0.3	2.067	2.4	0.31	2.695	2.46	0.32
18496	10.636	44.1	0.619	2.43	0.25	0.797	2.46	0.25	0.95	2.42	0.26	1.118	2.39	0.26	1.294	2.37	0.27	1.477	2.39	0.27	2.023	2.4	0.28	2.599	2.4	0.29	3.459	2.39	0.32
17833	10.838	44.255	0.582	2.49	0.25	0.73	2.47	0.26	0.845	2.48	0.27	0.967	2.47	0.27	1.095	2.47	0.28	1.247	2.48	0.28	1.659	2.53	0.29	2.075	2.55	0.3	2.708	2.6	0.32
19602	10.371	43.843	0.404	2.57	0.23	0.503	2.55	0.25	0.573	2.57	0.26	0.652	2.57	0.27	0.736	2.56	0.28	0.865	2.5	0.28	1.247	2.37	0.29	1.598	2.39	0.29	2.133	2.38	0.31
20266	10.24	43.69	0.338	2.58	0.21	0.407	2.6	0.24	0.475	2.57	0.25	0.54	2.58	0.26	0.602	2.61	0.27	0.696	2.57	0.28	0.994	2.47	0.28	1.353	2.37	0.28	1.833	2.38	0.29
18275	10.703	44.152	0.622	2.44	0.25	0.799	2.43	0.26	0.944	2.44	0.26	1.093	2.43	0.27	1.26	2.41	0.27	1.472	2.38	0.28	2.003	2.38	0.29	2.566	2.39	0.29	3.398	2.41	0.32
18054	10.771	44.204	0.602	2.47	0.25	0.767	2.44	0.26	0.898	2.44	0.27	1.032	2.44	0.27	1.174	2.45	0.28	1.351	2.47	0.28	1.879	2.39	0.29	2.36	2.39	0.3	3.078	2.45	0.32
16070	11.733	44.672	0.44	2.49	0.26	0.563	2.47	0.27	0.666	2.48	0.28	0.794	2.57	0.27	0.935	2.58	0.27	1.101	2.59	0.27	1.572	2.59	0.27	2.096	2.53	0.28	2.975	2.44	0.29
15852	12.013	44.726	0.366	2.54	0.25	0.452	2.5	0.28	0.538	2.49	0.29	0.615	2.53	0.29	0.744	2.5	0.28	0.88	2.58	0.27	1.283	2.59	0.27	1.729	2.55	0.28	2.501	2.47	0.29
16730	11.317	44.515	0.528	2.48	0.26	0.655	2.49	0.27	0.76	2.48	0.28	0.872	2.48	0.29	1.006	2.46	0.29	1.184	2.41	0.29	1.637	2.41	0.31	2.106	2.44	0.31	2.819	2.46	0.32
17171	11.111	44.411	0.548	2.5	0.26	0.678	2.5	0.27	0.781	2.5	0.27	0.896	2.49	0.28	1.014	2.49	0.28	1.175	2.47	0.29	1.607	2.46	0.29	2.017	2.46	0.3	2.615	2.52	0.31
20709	10.177	43.588	0.297	2.58	0.2	0.357	2.62	0.22	0.4	2.64	0.25	0.456	2.62	0.26	0.511	2.64	0.27	0.576	2.65	0.28	0.765	2.65	0.29	0.957	2.65	0.3	1.249	2.67	0.31
16290	11.595	44.62	0.484	2.46	0.26	0.595	2.51	0.27	0.716	2.45	0.28	0.852	2.45	0.28	0.991	2.51	0.27	1.156	2.55	0.28	1.634	2.57	0.28	2.155	2.51	0.28	3.027	2.44	0.3
19381	10.438	43.895	0.445	2.52	0.24	0.55	2.53	0.25	0.632	2.54	0.26	0.723	2.53	0.27	0.813	2.54	0.28	0.971	2.45	0.28	1.35	2.39	0.29	1.723	2.37	0.3	2.287	2.4	0.31
16510	11.456	44.567	0.511	2.47	0.26	0.634	2.49	0.27	0.741	2.47	0.28	0.869	2.46	0.28	1.016	2.43	0.29	1.195	2.43	0.29	1.702	2.44	0.29	2.226	2.45	0.29	3.09	2.38	0.31
16071	11.804	44.673	0.428	2.5	0.26	0.553	2.47	0.27	0.65	2.48	0.28	0.779	2.56	0.27	0.919	2.58	0.27	1.085	2.58	0.27	1.555	2.59	0.27	2.078	2.53	0.28	2.958	2.44	0.29
15853	12.083	44.727	0.352	2.54	0.25	0.428	2.53	0.28	0.496	2.53	0.29	0.574	2.52	0.3	0.667	2.5	0.3	0.793	2.56	0.29	1.143	2.58	0.28	1.509	2.59	0.28	2.147	2.53	0.29
20045	10.307	43.742	0.365	2.58	0.22	0.447	2.56	0.25	0.517	2.57	0.25	0.582	2.59	0.27	0.66	2.58	0.27	0.764	2.55	0.28	1.152	2.36	0.28	1.487	2.37	0.28	2.001	2.41	0.29
17392	11.043	44.36	0.556	2.5	0.25	0.687	2.5	0.27	0.79	2.51	0.27	0.903	2.5	0.28	1.018	2.5	0.28	1.164	2.51	0.29	1.588	2.5	0.29	1.994	2.5	0.3	2.586	2.56	0.31
19160	10.504	43.947	0.496	2.48	0.24	0.615	2.5	0.26	0.722	2.48	0.26	0.829	2.48	0.27	0.973	2.43	0.27	1.123	2.42	0.28	1.546	2.39	0.29	1.97	2.37	0.3	2.614	2.4	0.31
15854	12.154	44.727	0.339	2.53	0.25	0.404	2.56	0.28	0.467	2.54	0.29	0.526	2.57	0.3	0.594	2.59	0.31	0.715	2.5	0.31	1.005	2.6	0.29	1.288	2.61	0.29	1.761	2.57	0.31
16951	11.249	44.464	0.542	2.49	0.26	0.673	2.49	0.27	0.777	2.49	0.28	0.892	2.48	0.28	1.024	2.47	0.28	1.194	2.44	0.29	1.648	2.38	0.31	2.081	2.4	0.32	2.716	2.46	0.33
17613	10.976	44.308	0.565	2.5	0.25	0.701	2.49	0.27	0.805	2.51	0.27	0.921	2.49	0.28	1.038	2.5	0.28	1.179	2.51	0.29	1.593	2.52	0.29	2.003	2.53	0.3	2.602	2.58	0.32
16291	11.665	44.621	0.477	2.46	0.26	0.589	2.51	0.27	0.715	2.44	0.28	0.85	2.46	0.27	0.986	2.52	0.27	1.151	2.56	0.27	1.623	2.58	0.28	2.145	2.51	0.28	3.021	2.44	0.3
18939	10.571	43.999	0.549	2.46	0.24	0.71	2.41	0.26	0.834	2.46	0.26	0.967	2.44	0.27	1.151	2.36	0.27	1.321	2.38	0.27	1.797	2.41	0.28	2.319	2.44	0.28	3.104	2.42	0.32
16072	11.874	44.674	0.415	2.52	0.26	0.533	2.48	0.27	0.63	2.49	0.28	0.76	2.54	0.27	0.896	2.58	0.27	1.061	2.58	0.27	1.529	2.59	0.27	2.049	2.53	0.28	2.928	2.44	0.29
15855	12.224	44.728	0.325	2.52	0.25	0.387	2.57	0.28	0.441	2.55	0.29	0.495	2.57	0.3	0.548	2.62	0.31	0.626	2.62	0.32	0.899	2.55	0.32	1.135	2.59	0.32	1.498	2.63	0.33
20488	10.243	43.64	0.331	2.57	0.21	0.396	2.61	0.24	0.465	2.57	0.26	0.534	2.58	0.26	0.604	2.59	0.27	0.707	2.54	0.27	0.985	2.53	0.28	1.29	2.5	0.28	1.8	2.43	0.29
19824	10.373	43.794	0.389	2.58	0.23	0.482	2.55	0.25	0.551	2.57	0.26	0.62	2.59	0.27	0.704	2.57	0.27	0.818	2.53	0.28	1.21	2.36	0.28	1.554	2.38	0.29	2.074	2.38	0.3
16731	11.388	44.516	0.533	2.48	0.26	0.663	2.48	0.27	0.77	2.48	0.28	0.884	2.47	0.29	1.021	2.46	0.29	1.2	2.41	0.29	1.67	2.41	0.31	2.132	2.45	0.31	2.89	2.45	0.32
17834	10.908	44.257	0.579	2.49	0.25	0.724	2.48	0.26	0.837	2.48	0.27	0.957	2.48	0.28	1.083	2.48	0.28	1.232	2.48	0.29	1.637	2.54	0.29	2.058	2.55	0.3	2.683	2.59	0.32
16511	11.526	44.569	0.512	2.47	0.26	0.637	2.48	0.27	0.745	2.48	0.28	0.87	2.47	0.28	1.025	2.43	0.29	1.216	2.42	0.28	1.714	2.46	0.29	2.241	2.46	0.29	3.119	2.39	0.31
15856	12.294	44.729	0.311	2.52	0.23	0.372	2.56	0.27	0.419	2.56	0.29	0.47	2.57	0.3	0.519	2.62	0.31	0.573	2.68	0.32	0.782	2.65	0.34	1.025	2.58	0.34	1.336	2.65	0.34
18718	10.638	44.05	0.592	2.45	0.25	0.769	2.45	0.25	0.914	2.43	0.26	1.092	2.36	0.26	1.254	2.37	0.27	1.434	2.4	0.27	1.966	2.42	0.28	2.533	2.42	0.28	3.384	2.41	0.32
15857	12.365	44.73	0.299	2.51	0.23	0.358	2.55	0.27	0.399	2.57	0.29	0.448	2.55	0.31	0.496	2.6	0.32	0.548	2.67	0.32	0.698	2.75	0.34	0.899	2.66	0.36	1.225	2.62	0.36
18055	10.84	44.205	0.597	2.48	0.25	0.758	2.45	0.26	0.886	2.45	0.27	1.015	2.45	0.27	1.155	2.44	0.28	1.323	2.47	0.28	1.781	2.48	0.29	2.256	2.46	0.3	3.034	2.45	0.32
18497	10.706	44.102	0.618	2.43	0.25	0.796	2.46	0.25	0.948	2.43	0.26	1.119	2.38	0.27	1.294	2.37	0.27	1.476	2.39	0.28	2.02	2.4	0.28	2.594	2.4	0.29	3.458	2.39	0.32
15858	12.435	44.73	0.287	2.5	0.22	0.344	2.54	0.27	0.385	2.55	0.29	0.428	2.54	0.3	0.474	2.58	0.32	0.524	2.66	0.33	0.654	2.78	0.35	0.789	2.83	0.36	1.072	2.69	0.38
18276	10.773	44.154	0.616	2.45	0.25	0.789	2.43	0.26	0.938	2.44	0.26	1.085	2.43	0.27	1.242	2.42	0.27	1.448	2.39	0.28	1.986	2.38	0.29	2.541	2.39	0.29	3.356	2.41	0.32
20931	10.179	43.538	0.286	2.59	0.2	0.346	2.63	0.22	0.388	2.65	0.25	0.44	2.63	0.26	0.497	2.64	0.26	0.559	2.65	0.27	0.735	2.67	0.28	0.907	2.68	0.29	1.163	2.72	0.31
17172	11.181	44.412	0.551	2.49	0.26	0.683	2.49	0.27	0.787	2.5	0.27	0.902	2.49	0.28	1.02	2.49	0.28	1.183	2.47	0.29	1.618	2.46	0.29	2.03	2.46	0.31	2.632	2.52	0.32
16073	11.944	44.675	0.399	2.54	0.26	0.511	2.49	0.28	0.605	2.49	0.29	0.737	2.5	0.28	0.865	2.57	0.27	1.027	2.58	0.27	1.488	2.59	0.27	2	2.53	0.28	2.871	2.44	0.29
19603	10.44	43.845	0.418	2.55	0.23	0.518	2.55	0.25	0.588	2.57	0.26	0.671	2.56	0.27	0.754	2.57	0.28	0.889	2.49	0.28	1.272	2.37	0.29	1.624	2.39	0.29	2.159	2.39	0.31
16292	11.735	44.622	0.469	2.47	0.26	0.584	2.49	0.27	0.702	2.44	0.28	0.836	2.5	0.27	0.976	2.53	0.27	1.138	2.57	0.27	1.609	2.58	0.28	2.133	2.51	0.28	3.008	2.44	0.3
20267	10.309	43.692	0.359	2.57	0.21	0.44	2.56	0.25	0.511	2.56	0.25	0.578	2.57	0.27	0.662	2.55	0.27	0.763	2.54	0.27	1.126	2.4	0.28	1.47	2.37	0.28	1.973	2.37	0.29
17393	11.113	44.361	0.558	2.5	0.26	0.69	2.49	0.27	0.792	2.51	0.27	0.906	2.5	0.28	1.021	2.5	0.28	1.167	2.51	0.29	1.592	2.5	0.29	1.998	2.5	0.3	2.59	2.56	0.32
16952	11.319	44.465	0.548	2.48	0.26	0.682	2.48	0.27	0.787	2.49	0.28	0.904	2.47	0.28	1.038	2.46	0.29	1.209	2.44	0.29	1.668	2.38	0.31	2.105	2.41	0.32	2.736	2.47	0.33
16074	12.014	44.676	0.387	2.54	0.26	0.488	2.5	0.28	0.578	2.5	0.29	0.694	2.47	0.28	0.822	2.53	0.28	0.967	2.6	0.27	1.419	2.59	0.27	1.918	2.54	0.28	2.764	2.45	0.29
16512	11.596	44.57	0.511	2.46	0.26	0.636	2.48	0.27	0.747	2.46	0.28	0.877	2.44	0.28	1.028	2.44	0.28	1.215	2.44	0.28	1.717	2.48	0.28	2.265	2.46	0.29	3.132	2.4	0.31
19382	10.507	43.897	0.458	2.51	0.24	0.563	2.54	0.26	0.649	2.53	0.27	0.741	2.53	0.27	0.836	2.53	0.28	0.992	2.45	0.28	1.356	2.43	0.29	1.754	2.37	0.3	2.328	2.38	0.32
16732	11.458	44.517	0.538	2.47	0.26	0.673	2.47	0.27	0.782	2.47	0.28	0.902	2.46	0.29	1.044	2.44	0.29	1.229	2.39	0.29	1.718	2.4	0.31	2.193	2.44	0.31	2.999	2.43	0.32
20710	10.245	43.59	0.321	2.58	0.21	0.387	2.62	0.24	0.457	2.57	0.25	0.53	2.57	0.26	0.601	2.58	0.26	0.708	2.53	0.27	0.996	2.51	0.27	1.296	2.5	0.28	1.737	2.53	0.29
17614	11.045	44.31	0.566	2.5	0.25	0.701	2.49	0.27	0.804	2.51	0.27	0.919	2.5	0.28	1.035	2.5	0.28	1.176	2.51	0.29	1.591	2.52	0.29	2	2.53	0.3	2.596	2.58	0.32
16293	11.805	44.623	0.458	2.47	0.26	0.576	2.48	0.27	0.687	2.46	0.28	0.818	2.53	0.27	0.96	2.55	0.27	1.122	2.58	0.27	1.592	2.58	0.28	2.115	2.52	0.28	2.992	2.44	0.3
16075	12.085	44.677	0.373	2.54	0.26	0.463	2.5	0.28	0.548	2.49	0.29	0.627	2.53	0.29	0.759	2.51	0.28	0.898	2.57	0.28	1.304	2.59	0.28	1.754	2.55	0.28	2.532	2.47	0.29
20046	10.376	43.744	0.379	2.58	0.22	0.468	2.56	0.25	0.538	2.58	0.26	0.603	2.6	0.27	0.687	2.58	0.27	0.79	2.56	0.28	1.188	2.36	0.28	1.524	2.38	0.28	2.039	2.41	0.29
19161	10.574	43.949	0.506	2.48	0.24	0.63	2.5	0.26	0.738	2.47	0.27	0.856	2.45	0.27	0.991	2.44	0.27	1.145	2.43	0.28	1.576	2.39	0.29	2.01	2.38	0.3	2.665	2.4	0.31
17173	11.251	44.414	0.557	2.49	0.26	0.692	2.48	0.27	0.796	2.5	0.28	0.912	2.48	0.28	1.031	2.49	0.29	1.194	2.47	0.29	1.632	2.46	0.29	2.046	2.47	0.31	2.65	2.52	0.32
17835	10.978	44.258	0.578	2.49	0.25	0.721	2.48	0.27	0.831	2.49	0.27	0.95	2.48	0.28	1.074	2.48	0.28	1.22	2.49	0.29	1.625	2.55	0.29	2.045	2.55	0.3	2.664	2.59	0.32
16076	12.155	44.677	0.358	2.53	0.25	0.436	2.52	0.28	0.503	2.53	0.29	0.577	2.54	0.3	0.676	2.49	0.3	0.8	2.56	0.29	1.139	2.58	0.28	1.491	2.59	0.29	2.105	2.54	0.29
18940	10.641	44	0.556	2.46	0.25	0.72	2.41	0.26	0.845	2.45	0.26	0.979	2.44	0.27	1.164	2.36	0.27	1.335	2.39	0.27	1.819	2.42	0.28	2.346	2.44	0.28	3.139	2.42	0.32
18056	10.91	44.207	0.594	2.48	0.25	0.751	2.46	0.26	0.876	2.45	0.27	1.002	2.46	0.27	1.141	2.45	0.28	1.304	2.47	0.28	1.749	2.5	0.29	2.217	2.47	0.31	2.91	2.52	0.32
16513	11.666	44.571	0.506	2.46	0.26	0.629	2.48	0.27	0.739	2.47	0.28	0.878	2.43	0.28	1.035	2.42	0.28	1.202	2.48	0.28	1.704	2.51	0.28	2.248	2.47	0.29	3.142	2.38	0.31
18719	10.708	44.052	0.595	2.45	0.25	0.773	2.45	0.25	0.918	2.43	0.26	1.105	2.35	0.26	1.26	2.37	0.27	1.44	2.4	0.27	1.975	2.42	0.28	2.543	2.42	0.28	3.397	2.41	0.32
16294	11.875	44.624	0.444	2.48	0.26	0.562	2.48	0.27	0.669	2.46	0.28	0.797	2.54	0.27	0.94	2.56	0.27	1.102	2.58	0.27	1.571	2.59	0.27	2.093	2.52	0.28	2.971	2.44	0.3
18277	10.843	44.155	0.612	2.45	0.25	0.782	2.43	0.26	0.933	2.42	0.26	1.078	2.43	0.27	1.234	2.41	0.27	1.426	2.4	0.28	1.97	2.37	0.29	2.513	2.38	0.29	3.31	2.42	0.32
16077	12.225	44.678	0.343	2.52	0.25	0.41	2.55	0.28	0.473	2.54	0.29	0.531	2.57	0.3	0.594	2.6	0.31	0.715	2.5	0.31	0.997	2.59	0.3	1.269	2.61	0.3	1.718	2.59	0.32
16953	11.389	44.466	0.556	2.47	0.26	0.696	2.46	0.27	0.805	2.48	0.28	0.926	2.46	0.28	1.066	2.45	0.29	1.241	2.43	0.29	1.709	2.38	0.31	2.157	2.41	0.32	2.801	2.47	0.33
18498	10.775	44.104	0.617	2.44	0.25	0.796	2.46	0.25	0.944	2.43	0.26	1.113	2.39	0.27	1.292	2.37	0.27	1.473	2.39	0.28	2.015	2.4	0.28	2.587	2.4	0.29	3.449	2.39	0.32
16733	11.528	44.519	0.542	2.46	0.26	0.682	2.46	0.27	0.793	2.46	0.28	0.918	2.45	0.29	1.067	2.43	0.29	1.252	2.4	0.29	1.751	2.43	0.31	2.29	2.4	0.31	3.102	2.43	0.32
19825	10.442	43.795	0.4	2.58	0.23	0.496	2.56	0.25	0.565	2.58	0.26	0.638	2.59	0.27	0.72	2.58	0.27	0.837	2.53	0.28	1.232	2.35	0.29	1.572	2.39	0.29	2.092	2.38	0.31
20489	10.312	43.642	0.352	2.57	0.21	0.432	2.57	0.25	0.513	2.54	0.25	0.59	2.55	0.26	0.685	2.51	0.26	0.795	2.51	0.27	1.113	2.49	0.27	1.45	2.47	0.28	1.976	2.44	0.28
16078	12.295	44.679	0.327	2.52	0.25	0.39	2.56	0.28	0.446	2.54	0.29	0.5	2.57	0.3	0.552	2.62	0.31	0.624	2.64	0.32	0.903	2.53	0.32	1.129	2.6	0.32	1.48	2.64	0.33
17394	11.183	44.362	0.562	2.5	0.26	0.697	2.49	0.27	0.799	2.51	0.28	0.914	2.49	0.28	1.03	2.5	0.29	1.175	2.51	0.29	1.601	2.5	0.29	2.007	2.51	0.31	2.599	2.56	0.32
16079	12.366	44.68	0.312	2.52	0.23	0.373	2.56	0.27	0.421	2.56	0.29	0.472	2.57	0.3	0.521	2.61	0.31	0.576	2.68	0.32	0.776	2.66	0.34	1.025	2.57	0.34	1.328	2.66	0.34
16295	11.945	44.625	0.429	2.5	0.26	0.541	2.5	0.27	0.647	2.47	0.28	0.777	2.52	0.27	0.916	2.56	0.27	1.077	2.58	0.27	1.544	2.59	0.27	2.064	2.53	0.28	2.941	2.44	0.29
20932	10.248	43.54	0.31	2.58	0.21	0.378	2.62	0.22	0.44	2.58	0.25	0.511	2.57	0.25	0.579	2.58	0.26	0.67	2.56	0.27	0.92	2.54	0.27	1.166	2.55	0.28	1.53	2.59	0.29
19604	10.509	43.847	0.43	2.54	0.24	0.529	2.55	0.25	0.599	2.58	0.26	0.684	2.56	0.27	0.768	2.57	0.28	0.906	2.49	0.28	1.289	2.37	0.29	1.64	2.38	0.3	2.177	2.4	0.31
16514	11.736	44.572	0.498	2.46	0.26	0.617	2.48	0.27	0.726	2.48	0.28	0.86	2.46	0.28	1.01	2.48	0.28	1.183	2.52	0.28	1.679	2.53	0.28	2.205	2.49	0.28	3.086	2.4	0.31
17615	11.115	44.311	0.568	2.5	0.26	0.703	2.49	0.27	0.807	2.51	0.27	0.922	2.5	0.28	1.038	2.5	0.28	1.178	2.51	0.29	1.592	2.52	0.3	1.999	2.54	0.3	2.594	2.58	0.32
17174	11.321	44.415	0.566	2.48	0.26	0.706	2.47	0.27	0.814	2.48	0.28	0.932	2.47	0.28	1.053	2.49	0.29	1.22	2.47	0.29	1.662	2.46	0.3	2.081	2.47	0.31	2.691	2.53	0.32
